InstanteActual,VolumenDescargas,VolumenAlmacenamiento,VolumenVentas1,VolumenVentas2,VolumenFugas,ProxVolumenDescargas,ProxVolumenVentas1,ProxVolumenVentas2,VolumenAcumuladoDescargas,VolumenAcumuladoVentas1,VolumenAcumuladoVentas2,VolumenAcumuladoFugas,InstanteProxDispDescargas,InstanteProxDispVentas1,InstanteProxDispVentas2,RecargasTotalesDescargas,RecargasTotalesVentas1,RecargasTotalesVentas2,AlturaFuga,CaudalFuga
2024-07-04 20:37:12,26.0,14.0,3.0,2.0,2.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 20:37:18,22.0,81.0,1.0,2.0,1.0,7956.0,9818.0,5591.0,6900.0,196.0,4120.0,2704.0,99.0,29.0,44.0,75.0,70.0,16.0,4599.0,80.0
2024-07-04 20:37:24,14.0,91.0,1.0,1.0,0.0,7412.0,191.0,8231.0,4174.0,2463.0,4877.0,324.0,84.0,33.0,50.0,27.0,99.0,29.0,9609.0,44.0
2024-07-04 20:37:30,21.0,61.0,0.0,3.0,3.0,1102.0,4428.0,7183.0,3917.0,7136.0,7802.0,4489.0,78.0,25.0,89.0,22.0,95.0,5.0,2319.0,91.0
2024-07-04 20:37:37,11.0,32.0,1.0,3.0,0.0,2504.0,9855.0,7711.0,3881.0,1610.0,9904.0,2551.0,16.0,61.0,64.0,5.0,22.0,13.0,4943.0,36.0
2024-07-04 20:47:06,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:47:12,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 20:47:18,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 20:47:24,8.0,6.0,3.0,0.0,1.0,7097.0,8661.0,7103.0,4324.0,108.0,4936.0,2281.0,15.0,10.0,16.0,5.0,73.0,81.0,2720.0,91.0
2024-07-04 20:47:31,13.0,41.0,2.0,0.0,0.0,3570.0,4303.0,7439.0,2914.0,5799.0,6766.0,1835.0,21.0,43.0,52.0,86.0,19.0,50.0,8410.0,23.0
2024-07-04 20:47:37,26.0,14.0,3.0,2.0,2.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 20:47:43,22.0,81.0,1.0,2.0,1.0,7956.0,9818.0,5591.0,6900.0,196.0,4120.0,2704.0,99.0,29.0,44.0,75.0,70.0,16.0,4599.0,80.0
2024-07-04 20:47:49,14.0,91.0,1.0,1.0,0.0,7412.0,191.0,8231.0,4174.0,2463.0,4877.0,324.0,84.0,33.0,50.0,27.0,99.0,29.0,9609.0,44.0
2024-07-04 20:47:55,21.0,61.0,0.0,3.0,3.0,1102.0,4428.0,7183.0,3917.0,7136.0,7802.0,4489.0,78.0,25.0,89.0,22.0,95.0,5.0,2319.0,91.0
2024-07-04 20:48:01,11.0,32.0,1.0,3.0,0.0,2504.0,9855.0,7711.0,3881.0,1610.0,9904.0,2551.0,16.0,61.0,64.0,5.0,22.0,13.0,4943.0,36.0
2024-07-04 20:48:07,8.0,60.0,1.0,1.0,3.0,2437.0,3948.0,5120.0,5424.0,3894.0,2775.0,7903.0,89.0,86.0,45.0,43.0,57.0,32.0,3261.0,78.0
2024-07-04 20:48:13,26.0,47.0,3.0,3.0,3.0,4417.0,530.0,3890.0,2606.0,4896.0,2012.0,5895.0,38.0,16.0,21.0,84.0,27.0,78.0,4460.0,72.0
2024-07-04 20:48:19,7.0,116.0,3.0,0.0,0.0,4059.0,9897.0,8097.0,5309.0,5563.0,6022.0,9085.0,99.0,19.0,20.0,92.0,48.0,53.0,5776.0,76.0
2024-07-04 20:48:25,30.0,61.0,1.0,3.0,0.0,6114.0,5914.0,1289.0,5735.0,1859.0,2638.0,8694.0,60.0,27.0,43.0,42.0,55.0,21.0,5711.0,80.0
2024-07-04 20:48:31,9.0,95.0,3.0,3.0,2.0,39.0,4059.0,9945.0,8523.0,3748.0,2744.0,5177.0,37.0,91.0,42.0,98.0,77.0,4.0,4382.0,56.0
2024-07-04 20:48:37,31.0,35.0,3.0,0.0,0.0,2989.0,2063.0,9733.0,8566.0,8585.0,200.0,7585.0,42.0,74.0,91.0,63.0,93.0,3.0,8198.0,63.0
2024-07-04 20:48:43,2.0,53.0,0.0,3.0,3.0,8519.0,2693.0,4806.0,9505.0,2231.0,5378.0,1349.0,30.0,9.0,87.0,32.0,74.0,84.0,7270.0,53.0
2024-07-04 20:48:49,17.0,11.0,0.0,1.0,2.0,723.0,8326.0,3196.0,9661.0,7079.0,7884.0,842.0,90.0,97.0,28.0,11.0,43.0,44.0,7452.0,25.0
2024-07-04 20:48:55,11.0,24.0,1.0,1.0,1.0,7320.0,9789.0,4812.0,242.0,6683.0,5802.0,7541.0,52.0,67.0,87.0,88.0,7.0,33.0,8832.0,81.0
2024-07-04 20:51:49,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 20:51:55,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:01:29,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:01:35,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:01:41,12.0,112.0,1.0,3.0,0.0,8762.0,6633.0,6197.0,6031.0,8588.0,589.0,4873.0,77.0,4.0,58.0,0.0,54.0,60.0,4915.0,47.0
2024-07-04 21:01:47,19.0,117.0,0.0,3.0,2.0,4901.0,811.0,6616.0,6891.0,8671.0,1728.0,6671.0,61.0,45.0,20.0,40.0,58.0,53.0,9627.0,50.0
2024-07-04 21:01:53,8.0,90.0,3.0,2.0,3.0,9317.0,1516.0,4048.0,2762.0,1029.0,9039.0,2708.0,3.0,57.0,61.0,52.0,66.0,21.0,4557.0,96.0
2024-07-04 21:01:59,26.0,14.0,3.0,2.0,2.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 21:02:10,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:02:16,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:04:04,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:04:11,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:05:08,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:05:21,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:06:02,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:06:08,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:10:50,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:10:56,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:12:44,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:12:50,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:12:56,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 21:13:02,8.0,6.0,3.0,0.0,1.0,7097.0,8661.0,7103.0,4324.0,108.0,4936.0,2281.0,15.0,10.0,16.0,5.0,73.0,81.0,2720.0,91.0
2024-07-04 21:13:08,13.0,41.0,2.0,0.0,0.0,3570.0,4303.0,7439.0,2914.0,5799.0,6766.0,1835.0,21.0,43.0,52.0,86.0,19.0,50.0,8410.0,23.0
2024-07-04 21:13:15,26.0,14.0,3.0,2.0,2.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 21:13:21,22.0,81.0,1.0,2.0,1.0,7956.0,9818.0,5591.0,6900.0,196.0,4120.0,2704.0,99.0,29.0,44.0,75.0,70.0,16.0,4599.0,80.0
2024-07-04 21:13:29,11.0,3.0,3.0,1.0,1.0,5253.0,3929.0,6096.0,553.0,661.0,4858.0,7491.0,63.0,20.0,68.0,87.0,26.0,72.0,5219.0,41.0
2024-07-04 21:16:52,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:16:58,26.0,54.0,3.0,2.0,0.0,6098.0,9095.0,5319.0,3454.0,5223.0,2289.0,6760.0,5.0,26.0,23.0,6.0,13.0,70.0,5238.0,94.0
2024-07-04 21:17:05,12.0,112.0,1.0,3.0,0.0,8762.0,6633.0,6197.0,6031.0,8588.0,589.0,4873.0,77.0,4.0,58.0,0.0,54.0,60.0,4915.0,47.0
2024-07-04 21:17:11,19.0,117.0,0.0,3.0,2.0,4901.0,811.0,6616.0,6891.0,8671.0,1728.0,6671.0,61.0,45.0,20.0,40.0,58.0,53.0,9627.0,50.0
2024-07-04 21:17:17,8.0,90.0,3.0,2.0,3.0,9317.0,1516.0,4048.0,2762.0,1029.0,9039.0,2708.0,3.0,57.0,61.0,52.0,66.0,21.0,4557.0,96.0
2024-07-04 21:17:23,26.0,14.0,3.0,2.0,2.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 21:17:29,22.0,81.0,1.0,2.0,1.0,7956.0,9818.0,5591.0,6900.0,196.0,4120.0,2704.0,99.0,29.0,44.0,75.0,70.0,16.0,4599.0,80.0
2024-07-04 21:17:35,14.0,91.0,1.0,1.0,0.0,7412.0,191.0,8231.0,4174.0,2463.0,4877.0,324.0,84.0,33.0,50.0,27.0,99.0,29.0,9609.0,44.0
2024-07-04 21:17:57,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:18:03,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:18:09,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 21:18:15,8.0,6.0,3.0,0.0,1.0,7097.0,8661.0,7103.0,4324.0,108.0,4936.0,2281.0,15.0,10.0,16.0,5.0,73.0,81.0,2720.0,91.0
2024-07-04 21:18:21,13.0,41.0,2.0,0.0,0.0,3570.0,4303.0,7439.0,2914.0,5799.0,6766.0,1835.0,21.0,43.0,52.0,86.0,19.0,50.0,8410.0,23.0
2024-07-04 21:18:27,24.0,123.0,2.0,1.0,2.0,8509.0,6610.0,6849.0,9218.0,9290.0,5055.0,5743.0,55.0,85.0,34.0,75.0,21.0,51.0,1226.0,51.0
2024-07-04 21:18:34,13.0,15.0,3.0,2.0,3.0,8561.0,8382.0,8048.0,4054.0,9440.0,1381.0,8770.0,28.0,51.0,44.0,69.0,95.0,69.0,2710.0,72.0
2024-07-04 21:18:40,14.0,91.0,1.0,1.0,0.0,7412.0,191.0,8231.0,4174.0,2463.0,4877.0,324.0,84.0,33.0,50.0,27.0,99.0,29.0,9609.0,44.0
2024-07-04 21:18:47,5.0,19.0,3.0,2.0,2.0,3131.0,6736.0,720.0,8308.0,1024.0,6947.0,508.0,11.0,97.0,0.0,14.0,96.0,99.0,5645.0,33.0
2024-07-04 21:18:53,14.0,67.0,0.0,2.0,1.0,7859.0,7073.0,5590.0,4819.0,4010.0,911.0,3015.0,78.0,42.0,45.0,70.0,62.0,8.0,3983.0,99.0
2024-07-04 21:18:59,29.0,67.0,1.0,1.0,1.0,7863.0,5416.0,6680.0,5348.0,979.0,957.0,6814.0,5.0,89.0,7.0,5.0,27.0,14.0,3715.0,8.0
2024-07-04 21:19:05,29.0,68.0,0.0,2.0,0.0,6593.0,3926.0,1226.0,2726.0,2733.0,2981.0,5296.0,92.0,61.0,9.0,77.0,24.0,22.0,4240.0,52.0
2024-07-04 21:19:11,29.0,61.0,1.0,1.0,1.0,5158.0,3185.0,2399.0,5421.0,3114.0,260.0,5056.0,72.0,53.0,53.0,75.0,81.0,55.0,6162.0,48.0
2024-07-04 21:19:17,30.0,124.0,0.0,2.0,0.0,3006.0,5881.0,6043.0,2272.0,1355.0,3638.0,1975.0,20.0,75.0,86.0,97.0,5.0,37.0,2595.0,83.0
2024-07-04 21:19:23,6.0,76.0,3.0,0.0,1.0,2146.0,4362.0,9757.0,9942.0,9596.0,2903.0,8381.0,81.0,94.0,88.0,4.0,55.0,87.0,1983.0,17.0
2024-07-04 21:19:29,30.0,51.0,1.0,3.0,1.0,2429.0,9627.0,6991.0,2286.0,5460.0,3456.0,4992.0,1.0,39.0,11.0,84.0,70.0,13.0,2670.0,8.0
2024-07-04 21:19:35,28.0,21.0,0.0,2.0,3.0,1293.0,417.0,4101.0,365.0,8248.0,774.0,2332.0,88.0,65.0,58.0,2.0,10.0,19.0,6310.0,37.0
2024-07-04 21:19:41,2.0,103.0,1.0,3.0,1.0,5239.0,8723.0,323.0,8964.0,991.0,1458.0,7959.0,43.0,48.0,27.0,52.0,33.0,8.0,5541.0,21.0
2024-07-04 21:19:47,26.0,92.0,2.0,1.0,0.0,8534.0,6791.0,3357.0,119.0,545.0,1793.0,6612.0,79.0,69.0,18.0,30.0,98.0,49.0,3657.0,90.0
2024-07-04 21:19:54,30.0,27.0,3.0,2.0,3.0,5220.0,1999.0,4790.0,242.0,2311.0,6836.0,5262.0,60.0,69.0,14.0,78.0,66.0,57.0,9899.0,50.0
2024-07-04 21:20:00,28.0,85.0,3.0,3.0,3.0,6385.0,9281.0,3063.0,6268.0,2564.0,9078.0,8425.0,4.0,15.0,26.0,86.0,40.0,23.0,2908.0,50.0
2024-07-04 21:20:06,23.0,121.0,0.0,1.0,1.0,4738.0,5797.0,1965.0,916.0,443.0,5779.0,6947.0,48.0,77.0,48.0,80.0,60.0,38.0,7992.0,61.0
2024-07-04 21:20:12,7.0,21.0,3.0,1.0,3.0,1951.0,1673.0,3043.0,2586.0,9599.0,8417.0,3861.0,93.0,55.0,14.0,94.0,16.0,73.0,5207.0,1.0
2024-07-04 21:20:18,28.0,78.0,1.0,3.0,0.0,5011.0,8056.0,1960.0,4999.0,9197.0,8342.0,4506.0,23.0,44.0,7.0,84.0,87.0,80.0,57.0,78.0
2024-07-04 21:20:24,21.0,56.0,3.0,2.0,2.0,9781.0,4069.0,3233.0,5071.0,3381.0,8586.0,6062.0,0.0,19.0,41.0,79.0,9.0,85.0,379.0,82.0
2024-07-04 21:20:30,30.0,47.0,3.0,0.0,1.0,4871.0,9413.0,2982.0,5877.0,1685.0,2350.0,6558.0,70.0,54.0,9.0,5.0,10.0,74.0,7791.0,58.0
2024-07-04 21:20:36,12.0,109.0,3.0,0.0,2.0,4888.0,8535.0,3515.0,5769.0,1297.0,2087.0,886.0,90.0,90.0,69.0,52.0,96.0,55.0,9801.0,0.0
2024-07-04 21:20:43,32.0,123.0,1.0,2.0,1.0,9543.0,3795.0,7499.0,6204.0,8075.0,9733.0,7204.0,61.0,63.0,61.0,22.0,51.0,61.0,4442.0,62.0
2024-07-04 21:20:49,21.0,0.0,0.0,0.0,3.0,1539.0,6777.0,4207.0,385.0,3476.0,414.0,8260.0,22.0,35.0,9.0,97.0,93.0,86.0,176.0,13.0
2024-07-04 21:20:55,22.0,93.0,3.0,0.0,2.0,1500.0,7573.0,6384.0,394.0,9723.0,4569.0,6667.0,71.0,45.0,76.0,35.0,97.0,41.0,9276.0,54.0
2024-07-04 21:21:01,0.0,0.0,2.0,0.0,1.0,2124.0,7893.0,1917.0,8062.0,1413.0,4159.0,5063.0,95.0,64.0,17.0,30.0,62.0,46.0,3613.0,90.0
2024-07-04 21:21:07,7.0,117.0,2.0,1.0,0.0,9562.0,4541.0,4606.0,2772.0,776.0,7473.0,603.0,96.0,31.0,54.0,50.0,69.0,57.0,9851.0,62.0
2024-07-04 21:21:13,9.0,28.0,2.0,2.0,3.0,2626.0,8506.0,5712.0,9304.0,2258.0,9903.0,3241.0,10.0,57.0,48.0,91.0,56.0,94.0,1237.0,13.0
2024-07-04 21:21:19,0.0,10.0,2.0,3.0,3.0,5253.0,7694.0,4244.0,9868.0,7746.0,1661.0,3126.0,26.0,29.0,89.0,84.0,25.0,10.0,1077.0,14.0
2024-07-04 21:21:26,5.0,27.0,2.0,3.0,0.0,6910.0,9127.0,3384.0,2103.0,9622.0,5014.0,3087.0,46.0,76.0,72.0,86.0,56.0,58.0,3116.0,4.0
2024-07-04 21:21:32,13.0,80.0,1.0,1.0,3.0,5875.0,2410.0,6965.0,8325.0,2765.0,9613.0,3012.0,69.0,75.0,7.0,83.0,46.0,47.0,4926.0,64.0
2024-07-04 21:21:38,5.0,22.0,2.0,3.0,0.0,7522.0,2537.0,675.0,485.0,4379.0,7575.0,4063.0,6.0,50.0,1.0,47.0,46.0,14.0,6228.0,73.0
2024-07-04 21:21:44,31.0,11.0,0.0,3.0,3.0,2271.0,5088.0,7423.0,8863.0,4322.0,3191.0,2968.0,32.0,93.0,6.0,74.0,69.0,41.0,9660.0,21.0
2024-07-04 21:21:51,8.0,40.0,3.0,2.0,2.0,6472.0,3734.0,9544.0,9909.0,9493.0,1675.0,4383.0,71.0,59.0,15.0,91.0,93.0,95.0,974.0,95.0
2024-07-04 21:21:57,1.0,116.0,3.0,0.0,1.0,9369.0,7757.0,423.0,2872.0,1784.0,9362.0,1135.0,83.0,75.0,72.0,71.0,64.0,25.0,9963.0,92.0
2024-07-04 21:22:03,12.0,84.0,0.0,3.0,2.0,5706.0,7768.0,7956.0,66.0,2922.0,8859.0,2109.0,24.0,79.0,64.0,20.0,38.0,60.0,9175.0,97.0
2024-07-04 21:22:09,9.0,87.0,0.0,2.0,0.0,6806.0,5714.0,7748.0,273.0,814.0,5038.0,7946.0,11.0,18.0,47.0,34.0,90.0,5.0,5341.0,36.0
2024-07-04 21:22:15,17.0,113.0,2.0,2.0,3.0,915.0,9048.0,7158.0,7148.0,3855.0,1916.0,8733.0,38.0,66.0,89.0,15.0,92.0,1.0,5044.0,47.0
2024-07-04 21:24:45,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:24:51,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:24:57,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 21:25:04,8.0,6.0,3.0,0.0,1.0,7097.0,8661.0,7103.0,4324.0,108.0,4936.0,2281.0,15.0,10.0,16.0,5.0,73.0,81.0,2720.0,91.0
2024-07-04 21:26:19,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:26:25,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:26:32,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 21:29:58,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 21:30:05,1.0,50.0,3.0,3.0,3.0,7385.0,7217.0,5272.0,5539.0,9247.0,2385.0,3496.0,85.0,23.0,20.0,44.0,68.0,35.0,9915.0,25.0
2024-07-04 21:30:11,15.0,113.0,2.0,1.0,0.0,8354.0,8418.0,5357.0,2585.0,3729.0,1015.0,6563.0,2.0,17.0,43.0,19.0,67.0,47.0,5269.0,95.0
2024-07-04 21:30:17,8.0,6.0,3.0,0.0,1.0,7097.0,8661.0,7103.0,4324.0,108.0,4936.0,2281.0,15.0,10.0,16.0,5.0,73.0,81.0,2720.0,91.0
2024-07-04 21:30:23,13.0,41.0,2.0,0.0,0.0,3570.0,4303.0,7439.0,2914.0,5799.0,6766.0,1835.0,21.0,43.0,52.0,86.0,19.0,50.0,8410.0,23.0
2024-07-04 22:41:39,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 22:41:47,24.0,65.0,3.0,1.0,1.0,9397.0,9553.0,547.0,5825.0,1210.0,9662.0,211.0,8.0,77.0,61.0,25.0,35.0,68.0,7995.0,76.0
2024-07-04 22:43:01,1.0,73.0,2.0,2.0,0.0,7544.0,878.0,7923.0,7709.0,4440.0,8165.0,4492.0,42.0,87.0,3.0,27.0,29.0,40.0,2612.0,3.0
2024-07-04 22:43:07,26.0,54.0,3.0,2.0,0.0,6098.0,9095.0,5319.0,3454.0,5223.0,2289.0,6760.0,5.0,26.0,23.0,6.0,13.0,70.0,5238.0,94.0
2024-07-04 22:43:13,12.0,112.0,1.0,3.0,0.0,8762.0,6633.0,6197.0,6031.0,8588.0,589.0,4873.0,77.0,4.0,58.0,0.0,54.0,60.0,4915.0,47.0
2024-07-04 22:43:19,19.0,117.0,0.0,3.0,2.0,4901.0,811.0,6616.0,6891.0,8671.0,1728.0,6671.0,61.0,45.0,20.0,40.0,58.0,53.0,9627.0,50.0
2024-07-04 22:43:25,8.0,90.0,3.0,2.0,3.0,9317.0,1516.0,4048.0,2762.0,1029.0,9039.0,2708.0,3.0,57.0,61.0,52.0,66.0,21.0,4557.0,96.0
2024-07-04 22:43:31,26.0,14.0,3.0,2.0,2.0,8080.0,6113.0,3342.0,8138.0,8382.0,6044.0,8828.0,93.0,75.0,80.0,0.0,96.0,47.0,7370.0,87.0
2024-07-04 22:43:37,22.0,81.0,1.0,2.0,1.0,7956.0,9818.0,5591.0,6900.0,196.0,4120.0,2704.0,99.0,29.0,44.0,75.0,70.0,16.0,4599.0,80.0
2024-07-04 22:43:43,14.0,91.0,1.0,1.0,0.0,7412.0,191.0,8231.0,4174.0,2463.0,4877.0,324.0,84.0,33.0,50.0,27.0,99.0,29.0,9609.0,44.0
2024-07-04 22:43:50,21.0,61.0,0.0,3.0,3.0,1102.0,4428.0,7183.0,3917.0,7136.0,7802.0,4489.0,78.0,25.0,89.0,22.0,95.0,5.0,2319.0,91.0
2024-07-04 22:43:56,11.0,32.0,1.0,3.0,0.0,2504.0,9855.0,7711.0,3881.0,1610.0,9904.0,2551.0,16.0,61.0,64.0,5.0,22.0,13.0,4943.0,36.0
2024-07-04 22:44:02,8.0,60.0,1.0,1.0,3.0,2437.0,3948.0,5120.0,5424.0,3894.0,2775.0,7903.0,89.0,86.0,45.0,43.0,57.0,32.0,3261.0,78.0
2024-07-04 22:44:08,26.0,47.0,3.0,3.0,3.0,4417.0,530.0,3890.0,2606.0,4896.0,2012.0,5895.0,38.0,16.0,21.0,84.0,27.0,78.0,4460.0,72.0
2024-07-04 22:44:14,7.0,116.0,3.0,0.0,0.0,4059.0,9897.0,8097.0,5309.0,5563.0,6022.0,9085.0,99.0,19.0,20.0,92.0,48.0,53.0,5776.0,76.0
2024-07-04 22:44:20,4.0,90.0,2.0,2.0,3.0,3598.0,8274.0,687.0,8842.0,5588.0,9820.0,7782.0,5.0,34.0,20.0,46.0,3.0,20.0,8850.0,75.0
2024-07-04 22:44:29,28.0,54.0,3.0,2.0,1.0,9925.0,2638.0,7526.0,9545.0,1357.0,6125.0,2307.0,79.0,51.0,41.0,59.0,81.0,65.0,6325.0,94.0
2024-07-04 22:44:35,5.0,44.0,1.0,1.0,1.0,7799.0,4618.0,7218.0,8805.0,815.0,3837.0,8315.0,29.0,24.0,15.0,66.0,72.0,96.0,160.0,78.0
2024-07-04 22:44:41,14.0,93.0,2.0,3.0,1.0,3458.0,3207.0,8553.0,5574.0,4664.0,1907.0,3802.0,14.0,69.0,39.0,14.0,87.0,95.0,4448.0,67.0
2024-07-04 22:44:47,16.0,123.0,0.0,0.0,2.0,6564.0,5970.0,1401.0,5587.0,4040.0,9108.0,5955.0,5.0,87.0,14.0,1.0,65.0,99.0,2159.0,57.0
2024-07-04 22:44:53,28.0,65.0,0.0,3.0,3.0,371.0,1569.0,7601.0,7396.0,410.0,2873.0,3592.0,11.0,28.0,0.0,12.0,79.0,39.0,7069.0,51.0
2024-07-04 22:44:59,31.0,111.0,1.0,1.0,3.0,3727.0,2968.0,6500.0,1464.0,3540.0,9788.0,210.0,83.0,23.0,31.0,23.0,56.0,14.0,5812.0,69.0
2024-07-04 22:45:06,4.0,87.0,3.0,3.0,1.0,2199.0,5719.0,4571.0,9269.0,703.0,5653.0,9596.0,41.0,98.0,48.0,37.0,26.0,21.0,7928.0,94.0
2024-07-04 22:45:12,12.0,3.0,3.0,0.0,1.0,27.0,701.0,3156.0,9510.0,7585.0,1693.0,6706.0,93.0,72.0,15.0,99.0,5.0,46.0,6953.0,37.0
